Remuneracao Liquida	Descontos Legais	Indenizacoes	Remuneracao Bruta	Matricula	Redutor
     3414.77	      422.12	      650.00	     3186.89	298536	        0.00
     9790.47	     4005.68	        0.00	    13796.15	298537	        0.00
     2636.66	      392.63	        0.00	     3029.29	298538	        0.00
     2979.94	      618.48	        0.00	     3598.42	298540	        0.00
     8300.91	     2246.77	        0.00	    10547.68	298542	        0.00
    15640.92	     5928.99	        0.00	    21569.91	298543	        0.00
    10057.80	     3915.75	        0.00	    13973.55	298547	        0.00
     2636.66	      392.63	        0.00	     3029.29	298553	        0.00
     4455.83	      661.67	      602.05	     4515.45	298555	        0.00
     7855.13	     2844.67	      650.00	    10049.80	298559	        0.00
     2636.66	      392.63	        0.00	     3029.29	298565	        0.00
     6469.53	     1695.94	        0.00	     8165.47	298576	        0.00
     4990.75	     1306.87	        0.00	     6297.62	298592	        0.00
     3415.23	      421.66	      650.00	     3186.89	298594	        0.00
     3715.38	      547.70	      325.00	     3938.08	298611	        0.00
     6496.30	      677.83	     1304.39	     5869.74	298716	        0.00
     2636.66	      392.63	        0.00	     3029.29	298796	        0.00
     4126.96	      415.87	     1513.54	     3029.29	298798	        0.00
     2432.89	      300.99	      683.47	     2050.41	298819	        0.00
     4752.99	     1116.75	        0.00	     5869.74	298824	        0.00
     6764.14	     2492.55	        0.00	     9256.69	298841	        0.00
     7093.53	     5914.33	        0.00	    13007.86	298854	        0.00
     7756.80	     3258.69	        0.00	    11015.49	298860	        0.00
     4638.73	     1073.41	        0.00	     5712.14	298874	        0.00
     9901.39	     4072.16	        0.00	    13973.55	298877	        0.00
     3286.66	      392.63	      650.00	     3029.29	298878	        0.00
     3340.52	      462.92	      774.15	     3029.29	298879	        0.00
     3803.23	      726.58	        0.00	     4529.81	298882	        0.00
     2636.66	      392.63	        0.00	     3029.29	298914	        0.00
     1552.97	         .00	        0.00	     1552.97	298915	        0.00
     2879.80	      458.54	        0.00	     3338.34	298916	        0.00
     2636.66	      392.63	        0.00	     3029.29	298923	        0.00
     7802.99	     2896.81	      650.00	    10049.80	298924	        0.00
     3760.57	      769.24	        0.00	     4529.81	298929	        0.00
     2609.03	     1218.04	        0.00	     3827.07	298936	        0.00
     7345.71	     2826.08	        0.00	    10171.79	298951	        0.00
     9202.61	     3170.18	     1300.00	    11072.79	298955	        0.00
     7540.24	     2795.36	        0.00	    10335.60	298956	        0.00
     7756.80	     3258.69	        0.00	    11015.49	298958	        0.00
     9744.88	     3104.70	      803.10	    12046.48	298959	        0.00
     2919.14	      437.72	        0.00	     3356.86	298960	        0.00
     8614.64	     3584.08	        0.00	    12198.72	298967	        0.00
    10241.48	     4747.91	        0.00	    14989.39	298969	        0.00
     8101.16	     3465.10	        0.00	    11566.26	298970	        0.00
     3760.57	      769.24	        0.00	     4529.81	298973	        0.00
     9114.88	     3516.31	      650.00	    11981.19	298983	        0.00
     5240.61	     1172.24	      650.00	     5762.85	298984	        0.00
     1865.88	      184.53	        0.00	     2050.41	299022	        0.00
     2752.14	      384.18	      102.49	     3033.83	299025	        0.00
     5623.18	     1641.93	        0.00	     7265.11	299026	        0.00
    12239.40	     3707.47	      650.00	    15296.87	299030	        0.00
     4571.64	      679.13	     1312.69	     3938.08	299034	        0.00
     7887.07	     2884.82	        0.00	    10771.89	299053	        0.00
     7323.05	     2889.40	        0.00	    10212.45	299054	        0.00
     2747.37	      382.90	      100.98	     3029.29	299057	        0.00
     3514.98	      783.43	        0.00	     4298.41	299061	        0.00
     3796.75	      785.51	        0.00	     4582.26	299062	        0.00
     3760.57	      769.24	        0.00	     4529.81	299073	        0.00
     7977.32	     3625.45	        0.00	    11602.77	299074	        0.00
     7152.99	     2896.81	        0.00	    10049.80	299075	        0.00
     8185.05	     3518.64	      650.00	    11053.69	299080	        0.00
     2650.88	      378.41	        0.00	     3029.29	299081	        0.00
     9686.99	     4394.99	        0.00	    14081.98	299082	        0.00
     2725.91	      303.38	        0.00	     3029.29	299083	        0.00
     9557.26	     3700.49	      650.00	    12607.75	299084	        0.00
    16184.25	     6104.27	      650.00	    21638.52	299085	        0.00
     2975.88	      378.41	      325.00	     3029.29	299088	        0.00
     4133.67	      892.29	        0.00	     5025.96	299089	        0.00
     8039.76	     3261.53	        0.00	    11301.29	299090	        0.00
     5496.57	     1398.80	        0.00	     6895.37	299124	        0.00
     2636.66	      392.63	        0.00	     3029.29	299137	        0.00
     4743.00	      969.14	        0.00	     5712.14	299142	        0.00
     3104.63	      407.26	      325.00	     3186.89	299143	        0.00
     2636.66	      392.63	        0.00	     3029.29	299147	        0.00
    10195.86	     2544.36	     1300.00	    11440.22	299148	        0.00
     2636.66	      392.63	        0.00	     3029.29	299156	        0.00
     6641.98	      688.59	     1332.83	     5997.74	299158	        0.00
     8331.03	     3271.74	        0.00	    11602.77	299163	        0.00
     2880.27	      458.08	        0.00	     3338.35	299164	        0.00
     8689.76	     3261.53	      650.00	    11301.29	299165	        0.00
     6541.93	      788.64	     1332.83	     5997.74	299169	        0.00
     7257.27	     2792.53	        0.00	    10049.80	299170	        0.00
     4638.73	     1073.41	        0.00	     5712.14	299173	        0.00
    15270.33	     4640.20	      650.00	    19260.53	299174	        0.00
     2964.65	      448.86	        0.00	     3413.51	299179	        0.00
     4581.72	     1130.42	        0.00	     5712.14	299186	        0.00
     4634.98	      946.31	      325.00	     5256.29	299187	        0.00
     3198.63	      562.28	        0.00	     3760.91	299190	        0.00
     2765.23	      421.66	        0.00	     3186.89	299192	        0.00
     5788.32	     1509.46	        0.00	     7297.78	299193	        0.00
     6406.81	     1362.33	      878.32	     6890.82	299205	        0.00
     3315.10	      364.19	      650.00	     3029.29	299207	        0.00
     3415.84	      572.50	      650.00	     3338.34	299215	        0.00
     6708.37	     1361.75	     1300.00	     6770.12	299236	        0.00
     2636.66	      392.63	        0.00	     3029.29	299240	        0.00
     4581.72	     1130.42	        0.00	     5712.14	299251	        0.00
     3759.18	     3010.94	        0.00	     6770.12	299252	        0.00
    16075.19	     4698.93	     1300.00	    19474.12	299296	        0.00
     7795.10	     1334.07	     1420.84	     7708.33	299304	        0.00
     3760.57	      769.24	        0.00	     4529.81	299305	        0.00
     7424.47	     1811.60	      650.00	     8586.07	299309	        0.00
     3362.40	      575.68	        0.00	     3938.08	299310	        0.00
     3998.01	      936.42	        0.00	     4934.43	299312	        0.00
     3703.33	      876.29	        0.00	     4579.62	299313	        0.00
    11422.14	     2507.14	     1493.03	    12436.25	299318	        0.00
     3300.88	      378.41	      650.00	     3029.29	299321	        0.00
     2765.69	      421.20	        0.00	     3186.89	299322	        0.00
     5495.80	     1151.96	      650.00	     5997.76	299323	        0.00
    11707.33	     3751.00	        0.00	    15458.33	299327	        0.00
     4874.49	      556.15	      854.49	     4576.15	299328	        0.00
     4744.35	      392.54	     1950.00	     3186.89	299330	        0.00
     1969.57	      283.50	        0.00	     2253.07	299341	        0.00
     1865.79	      184.62	        0.00	     2050.41	299350	        0.00
     4752.99	     1116.75	        0.00	     5869.74	299356	        0.00
     5300.47	     1322.01	        0.00	     6622.48	299361	        0.00
     2765.69	      421.20	        0.00	     3186.89	299366	        0.00
     3646.43	      451.28	      577.34	     3520.37	299375	        0.00
     2052.37	      203.08	        0.00	     2255.45	299382	        0.00
     5230.23	      967.44	      199.92	     5997.75	299385	        0.00
     2880.27	      458.08	        0.00	     3338.35	299391	        0.00
     2636.66	      392.63	        0.00	     3029.29	299412	        0.00
     2737.58	      222.82	      650.00	     2310.40	299413	        0.00
     2636.66	      392.63	        0.00	     3029.29	299414	        0.00
     2636.66	      392.63	        0.00	     3029.29	299415	        0.00
     4805.13	     1064.61	        0.00	     5869.74	299416	        0.00
     2608.65	      420.64	        0.00	     3029.29	299419	        0.00
     2636.66	      392.63	        0.00	     3029.29	299425	        0.00
     2765.23	      421.66	        0.00	     3186.89	299427	        0.00
     4638.73	     1073.41	        0.00	     5712.14	299428	        0.00
     2636.66	      392.63	        0.00	     3029.29	299429	        0.00
    15038.38	     5018.11	        0.00	    20056.49	299431	        0.00
     2636.66	      392.63	        0.00	     3029.29	299444	        0.00
     9302.71	     3393.76	      650.00	    12046.47	299446	        0.00
     2636.66	      392.63	        0.00	     3029.29	299448	        0.00
     2636.66	      392.63	        0.00	     3029.29	299453	        0.00
     3286.66	      392.63	      650.00	     3029.29	299454	        0.00
     3529.80	      458.54	      650.00	     3338.34	299455	        0.00
    11702.67	     3537.09	        0.00	    15239.76	299468	        0.00
     4094.73	      825.95	        0.00	     4920.68	299469	        0.00
     5423.27	     1224.49	      650.00	     5997.76	299474	        0.00
     2761.04	      419.71	        0.00	     3180.75	299479	        0.00
     5624.38	     1323.27	      650.00	     6297.65	299487	        0.00
     5375.23	     1520.14	        0.00	     6895.37	299489	        0.00
     4638.73	     1073.41	        0.00	     5712.14	299490	        0.00
     2780.13	      406.76	        0.00	     3186.89	299491	        0.00
     5393.00	      969.14	      650.00	     5712.14	299495	        0.00
     3823.29	      735.60	        0.00	     4558.89	299496	        0.00
     2636.66	      392.63	        0.00	     3029.29	299497	        0.00
     8006.74	     2902.18	      650.00	    10258.92	299502	        0.00
     2801.53	      433.05	        0.00	     3234.58	299503	        0.00
     4690.87	     1021.27	        0.00	     5712.14	299504	        0.00
     2880.26	      458.08	        0.00	     3338.34	299511	        0.00
     8839.53	     3329.30	      650.00	    11518.83	299512	        0.00
     3901.48	      824.89	        0.00	     4726.37	299513	        0.00
     2880.26	      458.08	        0.00	     3338.34	299521	        0.00
     6295.25	     1701.74	        0.00	     7996.99	299527	        0.00
     2636.66	      392.63	        0.00	     3029.29	299533	        0.00
     3663.50	      642.63	       93.61	     4212.52	299535	        0.00
     2636.66	      392.63	        0.00	     3029.29	299537	        0.00
     7860.11	     3303.30	        0.00	    11163.41	299540	        0.00
     2636.66	      392.63	        0.00	     3029.29	299542	        0.00
     3333.35	      604.73	        0.00	     3938.08	299548	        0.00
     4285.28	      773.04	      650.00	     4408.32	299564	        0.00
     7490.93	     2844.67	        0.00	    10335.60	299565	        0.00
     5127.36	      456.98	     1977.96	     3606.38	299569	        0.00
     2995.64	      370.24	      336.59	     3029.29	299571	        0.00
     4276.89	      585.63	      650.00	     4212.52	299584	        0.00
     6660.02	     1330.53	      809.57	     7180.98	299588	        0.00
     2133.46	      284.58	        0.00	     2418.04	299589	        0.00
     3295.19	      407.27	      673.18	     3029.28	299590	        0.00
     3409.58	      591.67	        0.00	     4001.25	299594	        0.00
     8981.03	     3271.74	      650.00	    11602.77	299598	        0.00
     3584.32	      812.12	        0.00	     4396.44	299600	        0.00
     2636.66	      392.63	        0.00	     3029.29	299607	        0.00
     2761.04	      419.71	        0.00	     3180.75	299608	        0.00
     3744.28	      518.80	      325.00	     3938.08	299611	        0.00
     6209.91	      638.12	      978.29	     5869.74	299612	        0.00
     9317.57	     4782.65	      650.00	    13450.22	299613	        0.00
     3526.28	      499.80	      956.03	     3070.05	299614	        0.00
     3796.75	      785.51	        0.00	     4582.26	299625	        0.00
     2764.77	      422.12	        0.00	     3186.89	299627	        0.00
     4045.46	      866.68	        0.00	     4912.14	299629	        0.00
     3333.96	      604.12	        0.00	     3938.08	299637	        0.00
     7152.99	     2896.81	        0.00	    10049.80	299640	        0.00
     5340.87	     1021.27	      650.00	     5712.14	299645	        0.00
     5777.70	      992.42	        0.00	     6770.12	299670	        0.00
     7152.99	     2896.81	        0.00	    10049.80	299673	        0.00
     2636.66	      392.63	        0.00	     3029.29	299675	        0.00
     2761.03	      419.71	        0.00	     3180.74	299676	        0.00
     2636.66	      392.63	        0.00	     3029.29	299679	        0.00
     3144.38	      423.45	      538.54	     3029.29	299680	        0.00
     3100.56	      405.18	      325.00	     3180.74	299682	        0.00
     4080.13	      406.76	     1300.00	     3186.89	299687	        0.00
     7941.56	     1256.92	     2428.36	     6770.12	299691	        0.00
     7238.82	     2857.45	        0.00	    10096.27	299698	        0.00
     2636.66	      392.63	        0.00	     3029.29	299707	        0.00
     2979.53	      490.64	        0.00	     3470.17	299715	        0.00
     2765.23	      421.66	        0.00	     3186.89	299720	        0.00
     4638.73	     1073.41	        0.00	     5712.14	299722	        0.00
     2747.37	      382.90	      100.98	     3029.29	299724	        0.00
     2765.23	      421.66	        0.00	     3186.89	299725	        0.00
     8662.20	     3328.38	      650.00	    11340.58	299727	        0.00
    12669.60	     5028.63	        0.00	    17698.23	299728	        0.00
     3886.02	      508.17	     1156.40	     3237.79	299732	        0.00
     3936.66	      392.63	     1300.00	     3029.29	299734	        0.00
     2636.66	      392.63	        0.00	     3029.29	299736	        0.00
     2636.66	      392.63	        0.00	     3029.29	299743	        0.00
     3430.13	      406.76	      650.00	     3186.89	299752	        0.00
     2780.13	      406.76	        0.00	     3186.89	299753	        0.00
     2636.66	      392.63	        0.00	     3029.29	299756	        0.00
     4964.93	     1190.42	        0.00	     6155.35	299764	        0.00
     6086.31	     1622.50	        0.00	     7708.81	299765	        0.00
     5428.36	      551.85	     1317.84	     4662.37	299767	        0.00
     7438.79	     2896.81	        0.00	    10335.60	299768	        0.00
    15074.30	     4472.14	     1410.57	    18135.87	299772	        0.00
     2884.45	      460.04	        0.00	     3344.49	299773	        0.00
     2636.66	      392.63	        0.00	     3029.29	299775	        0.00
     9385.35	     3666.10	        0.00	    13051.45	299776	        0.00
     5527.53	     1120.22	      650.00	     5997.75	299783	        0.00
     7489.55	     1094.01	     2428.21	     6155.35	299784	        0.00
     4845.80	     1151.95	        0.00	     5997.75	299785	        0.00
     4464.93	      604.20	      433.66	     4635.47	299792	        0.00
     5080.78	     1070.33	      138.30	     6012.81	299800	        0.00
     9156.31	     2783.37	        0.00	    11939.68	299802	        0.00
     3169.40	      391.72	      511.62	     3049.50	299808	        0.00
     3541.58	      670.94	        0.00	     4212.52	299810	        0.00
     8402.07	     2500.88	        0.00	    10902.95	299811	        0.00
     2636.66	      392.63	        0.00	     3029.29	299815	        0.00
     2636.66	      392.63	        0.00	     3029.29	299816	        0.00
     4189.32	      595.64	      650.00	     4134.96	299817	        0.00
     2636.66	      392.63	        0.00	     3029.29	299821	        0.00
     3158.67	      548.71	        0.00	     3707.38	299822	        0.00
     3733.22	      396.42	      882.53	     3247.11	299823	        0.00
     3666.74	      503.74	      650.00	     3520.48	299824	        0.00
     4581.72	     1130.42	        0.00	     5712.14	299826	        0.00
     5177.72	      734.78	      891.76	     5020.74	299831	        0.00
     7270.46	     2151.99	        0.00	     9422.45	299832	        0.00
     2636.66	      392.63	        0.00	     3029.29	299833	        0.00
     2765.23	      421.66	        0.00	     3186.89	299850	        0.00
     4638.73	     1073.41	        0.00	     5712.14	299853	        0.00
     3472.79	      364.10	      650.00	     3186.89	299858	        0.00
     3295.20	      407.27	      673.18	     3029.29	299859	        0.00
     5408.37	     1361.75	        0.00	     6770.12	299861	        0.00
     4806.87	     1062.87	        0.00	     5869.74	299863	        0.00
     9622.05	     3475.74	     1300.00	    11797.79	299864	        0.00
     4581.72	     1130.42	        0.00	     5712.14	299871	        0.00
     4860.65	     1074.31	       65.22	     5869.74	299880	        0.00
     4845.80	     1151.95	        0.00	     5997.75	299888	        0.00
     6155.65	     1858.74	        0.00	     8014.39	299895	        0.00
     2636.66	      392.63	        0.00	     3029.29	299898	        0.00
     7274.61	     1865.10	      294.82	     8844.89	299899	        0.00
     3780.63	      778.26	        0.00	     4558.89	299900	        0.00
     3541.58	      670.94	        0.00	     4212.52	299903	        0.00
     7654.11	     1041.05	     2983.02	     5712.14	299904	        0.00
     3970.14	      511.83	      570.98	     3910.99	299905	        0.00
     3045.36	      511.84	        0.00	     3557.20	299906	        0.00
     3390.84	      547.24	        0.00	     3938.08	299907	        0.00
     8558.07	     1338.21	     1300.00	     8596.28	299908	        0.00
     3796.75	      785.51	        0.00	     4582.26	299911	        0.00
     3957.99	      410.06	     1181.15	     3186.90	299913	        0.00
     5652.46	      694.36	      634.68	     5712.14	299916	        0.00
     3712.26	      536.93	     1062.30	     3186.89	299919	        0.00
     5623.18	     1641.93	        0.00	     7265.11	299933	        0.00
     4757.86	     1111.88	        0.00	     5869.74	299934	        0.00
     2904.81	      433.53	        0.00	     3338.34	299937	        0.00
     8278.90	     3323.87	        0.00	    11602.77	299941	        0.00
     3529.80	      458.54	      650.00	     3338.34	299944	        0.00
     3907.17	      826.54	        0.00	     4733.71	299945	        0.00
     3429.63	      407.26	      650.00	     3186.89	299947	        0.00
     2764.77	      422.12	        0.00	     3186.89	299948	        0.00
     8049.05	     1801.96	     1300.00	     8551.01	299954	        0.00
     7152.99	     2896.81	        0.00	    10049.80	299987	        0.00
     5468.96	      609.90	     1175.07	     4903.79	299988	        0.00
     5881.12	     1544.66	        0.00	     7425.78	300001	        0.00
     7333.41	     1970.34	      325.00	     8978.75	300003	        0.00
     4080.90	      679.93	      156.37	     4604.46	300009	        0.00
     2761.03	      419.71	        0.00	     3180.74	300018	        0.00
     2761.03	      419.71	        0.00	     3180.74	300027	        0.00
     2636.66	      392.63	        0.00	     3029.29	300028	        0.00
     2999.48	      496.46	        0.00	     3495.94	300038	        0.00
     4074.85	      764.05	      105.19	     4733.71	300056	        0.00
     2760.42	      420.32	        0.00	     3180.74	300067	        0.00
     2761.03	      419.71	        0.00	     3180.74	300070	        0.00
     2765.69	      421.20	        0.00	     3186.89	300136	        0.00
     2780.63	      406.26	        0.00	     3186.89	300138	        0.00
     6059.53	     1612.33	        0.00	     7671.86	300148	        0.00
     9207.93	     2294.63	     1451.92	    10050.64	300149	        0.00
     2880.26	      458.08	        0.00	     3338.34	300153	        0.00
     2235.33	      276.27	      358.80	     2152.80	300154	        0.00
     4845.80	     1151.96	        0.00	     5997.76	300155	        0.00
     3869.05	      815.47	        0.00	     4684.52	300156	        0.00
     2761.03	      419.71	        0.00	     3180.74	300157	        0.00
     4897.94	     1099.82	        0.00	     5997.76	300158	        0.00
     3145.41	      388.75	      353.42	     3180.74	300160	        0.00
     4797.85	     1357.51	        0.00	     6155.36	300162	        0.00
     2879.80	      458.54	        0.00	     3338.34	300171	        0.00
     2761.03	      419.71	        0.00	     3180.74	300172	        0.00
     4065.23	      421.66	     1300.00	     3186.89	300173	        0.00
     5405.76	     1364.36	        0.00	     6770.12	300176	        0.00
     5908.48	     1517.30	        0.00	     7425.78	300178	        0.00
     3090.23	      421.66	      325.00	     3186.89	300179	        0.00
     2775.56	      405.18	        0.00	     3180.74	300186	        0.00
     2761.03	      419.71	        0.00	     3180.74	300187	        0.00
     3936.46	      723.51	        0.00	     4659.97	300190	        0.00
     6894.18	     1778.38	        0.00	     8672.56	300192	        0.00
     3869.05	      815.47	        0.00	     4684.52	300193	        0.00
     2904.81	      433.53	        0.00	     3338.34	300197	        0.00
     3429.63	      407.26	      650.00	     3186.89	300200	        0.00
     6109.15	      357.65	     3286.06	     3180.74	300203	        0.00
     2764.77	      422.12	        0.00	     3186.89	300210	        0.00
    15277.07	     4714.67	      650.00	    19341.74	300211	        0.00
     3645.97	      718.00	        0.00	     4363.97	300213	        0.00
     6066.50	     1539.47	        0.00	     7605.97	300217	        0.00
     7519.31	     3032.98	        0.00	    10552.29	300222	        0.00
     7152.99	     2896.81	        0.00	    10049.80	300237	        0.00
     2761.03	      419.71	        0.00	     3180.74	300239	        0.00
     6845.59	     1151.42	     1999.25	     5997.76	300241	        0.00
     2879.80	      458.54	        0.00	     3338.34	300244	        0.00
     3646.18	      717.79	        0.00	     4363.97	300245	        0.00
     2824.31	      427.11	       70.68	     3180.74	300246	        0.00
     4642.49	      741.22	      650.00	     4733.71	300247	        0.00
     2679.32	      349.97	        0.00	     3029.29	300248	        0.00
     3997.49	      741.23	        0.00	     4738.72	300253	        0.00
     6293.39	     1701.04	        0.00	     7994.43	300258	        0.00
     6729.91	     1419.41	      890.18	     7259.14	300269	        0.00
     5527.53	     1120.22	      650.00	     5997.75	300279	        0.00
     1959.05	      193.75	        0.00	     2152.80	300283	        0.00
     3646.18	      717.79	        0.00	     4363.97	300286	        0.00
     7554.75	     2179.49	        0.00	     9734.24	300287	        0.00
     2760.80	      419.94	        0.00	     3180.74	300290	        0.00
     2833.87	      417.55	       70.68	     3180.74	300293	        0.00
     3990.90	      698.06	        0.00	     4688.96	300294	        0.00
     2880.26	      458.08	        0.00	     3338.34	300299	        0.00
     2947.15	      480.21	        0.00	     3427.36	300300	        0.00
     5652.22	      995.54	      650.00	     5997.76	300301	        0.00
     2933.75	      404.59	        0.00	     3338.34	300302	        0.00
     2879.80	      458.54	        0.00	     3338.34	300321	        0.00
     5167.50	     1130.15	        0.00	     6297.65	300325	        0.00
     2761.03	      419.71	        0.00	     3180.74	300329	        0.00
     4064.66	     2583.10	      650.00	     5997.76	300335	        0.00
     3680.41	      307.93	      650.00	     3338.34	300338	        0.00
     2836.93	      501.41	        0.00	     3338.34	300339	        0.00
     9801.90	      715.07	     4338.05	     6178.92	300361	        0.00
     2761.03	      419.71	        0.00	     3180.74	300362	        0.00
     5402.99	     1116.75	      650.00	     5869.74	300363	        0.00
     2961.66	      392.63	      325.00	     3029.29	300366	        0.00
     4884.62	     1166.68	        0.00	     6051.30	300371	        0.00
     4974.38	     1323.27	        0.00	     6297.65	300377	        0.00
     3872.11	      579.01	     1112.78	     3338.34	300382	        0.00
     5133.72	     1063.96	      199.92	     5997.76	300385	        0.00
     3415.69	      421.20	      650.00	     3186.89	300388	        0.00
     5134.94	      428.96	     2225.56	     3338.34	300390	        0.00
     9417.83	      634.89	     4340.58	     5712.14	300393	        0.00
     4974.38	     1323.27	        0.00	     6297.65	300397	        0.00
     5147.62	     1194.53	        0.00	     6342.15	300404	        0.00
     3174.90	      423.09	      259.65	     3338.34	300407	        0.00
     5275.08	     1047.68	      325.00	     5997.76	300413	        0.00
     7230.40	     2854.25	        0.00	    10084.65	300431	        0.00
     6596.17	     2563.05	        0.00	     9159.22	300437	        0.00
     2789.78	      390.96	        0.00	     3180.74	300440	        0.00
    12533.19	     4902.19	        0.00	    17435.38	300444	        0.00
     5664.16	     1837.68	        0.00	     7501.84	300449	        0.00
     2761.03	      419.71	        0.00	     3180.74	300451	        0.00
     2975.88	      378.41	      325.00	     3029.29	300452	        0.00
     3465.77	      428.96	      556.39	     3338.34	300458	        0.00
     5697.61	     1403.14	        0.00	     7100.75	300461	        0.00
     2761.03	      419.71	        0.00	     3180.74	300473	        0.00
     3057.56	     1402.40	      325.00	     4134.96	300474	        0.00
     9377.76	     2227.84	     1002.62	    10602.98	300487	        0.00
     7802.99	     2896.81	      650.00	    10049.80	300492	        0.00
    10605.26	     3541.03	        0.00	    14146.29	300494	        0.00
     3155.17	      509.59	        0.00	     3664.76	300499	        0.00
     4521.55	      626.78	      650.00	     4498.33	300503	        0.00
     8010.83	     3222.20	        0.00	    11233.03	300504	        0.00
     3236.00	      572.59	        0.00	     3808.59	300511	        0.00
     3646.18	      717.79	        0.00	     4363.97	300518	        0.00
     4797.85	     1357.51	        0.00	     6155.36	300521	        0.00
     3980.57	     1012.99	        0.00	     4993.56	300522	        0.00
     2761.03	      419.71	        0.00	     3180.74	300527	        0.00
     3098.86	       91.98	     2300.63	      890.21	300528	        0.00
     2761.03	      419.71	        0.00	     3180.74	300532	        0.00
     2879.80	      458.54	        0.00	     3338.34	300534	        0.00
     2761.03	      419.71	        0.00	     3180.74	300537	        0.00
     4302.58	      631.49	      650.00	     4284.07	300538	        0.00
     7178.26	     2906.39	        0.00	    10084.65	300544	        0.00
     2879.34	      459.00	        0.00	     3338.34	300548	        0.00
     3677.06	      443.11	      650.00	     3470.17	300549	        0.00
     2761.03	      419.71	        0.00	     3180.74	300584	        0.00
     2761.03	      419.71	        0.00	     3180.74	300585	        0.00
     2761.03	      419.71	        0.00	     3180.74	300586	        0.00
     2761.03	      419.71	        0.00	     3180.74	300591	        0.00
     2760.65	      420.09	        0.00	     3180.74	300592	        0.00
     3795.10	      889.42	        0.00	     4684.52	300594	        0.00
     4075.56	      405.18	     1300.00	     3180.74	300604	        0.00
     2761.03	      419.71	        0.00	     3180.74	300605	        0.00
     2087.58	      222.82	        0.00	     2310.40	300608	        0.00
     6054.73	     1115.01	     1300.00	     5869.74	300611	        0.00
     3897.74	      768.76	        0.00	     4666.50	300612	        0.00
     2775.56	      405.18	        0.00	     3180.74	300613	        0.00
     2761.03	      419.71	        0.00	     3180.74	300614	        0.00
     2761.03	      419.71	        0.00	     3180.74	300621	        0.00
     3930.40	      924.57	        0.00	     4854.97	300622	        0.00
     3459.94	      427.63	      706.83	     3180.74	300623	        0.00
     3971.18	      717.79	      325.00	     4363.97	300627	        0.00
     3205.26	      458.08	      325.00	     3338.34	300632	        0.00
    11213.94	     3563.85	        0.00	    14777.79	300634	        0.00
     2975.88	      378.41	      325.00	     3029.29	300635	        0.00
     3633.53	      409.52	      856.15	     3186.90	300637	        0.00
     2334.29	      198.72	      325.00	     2208.01	300638	        0.00
     2009.29	      198.72	        0.00	     2208.01	300644	        0.00
     3230.07	      571.49	        0.00	     3801.56	300646	        0.00
     2687.79	      375.16	       33.66	     3029.29	300650	        0.00
     3796.75	      785.51	        0.00	     4582.26	300651	        0.00
     2647.38	      381.91	        0.00	     3029.29	300658	        0.00
     8629.22	     2124.76	      650.00	    10103.98	300659	        0.00
     3012.79	      375.16	      358.66	     3029.29	300661	        0.00
     2765.69	      421.20	        0.00	     3186.89	300664	        0.00
     2995.64	      370.24	      336.59	     3029.29	300670	        0.00
     2755.99	      340.62	       67.32	     3029.29	300671	        0.00
     2636.66	      392.63	        0.00	     3029.29	300677	        0.00
     2636.66	      392.63	        0.00	     3029.29	300688	        0.00
     2775.56	      405.18	        0.00	     3180.74	300689	        0.00
    10153.44	     2442.32	     1029.85	    11565.91	300691	        0.00
     3415.23	      421.66	      650.00	     3186.89	300705	        0.00
     2648.50	      538.39	        0.00	     3186.89	300707	        0.00
     4833.82	      906.86	      650.00	     5090.68	300717	        0.00
     1865.79	      184.62	        0.00	     2050.41	300718	        0.00
     7152.99	     2896.81	        0.00	    10049.80	300727	        0.00
     2636.66	      392.63	        0.00	     3029.29	300728	        0.00
     7203.53	     2915.98	        0.00	    10119.51	300733	        0.00
     5028.68	      713.81	     1153.45	     4589.04	300734	        0.00
     7519.31	     3032.98	        0.00	    10552.29	300741	        0.00
     7519.31	     3032.98	        0.00	    10552.29	300742	        0.00
     3044.91	      512.29	        0.00	     3557.20	300751	        0.00
     8985.50	     2952.19	     1300.00	    10637.69	300753	        0.00
     3699.77	      741.90	        0.00	     4441.67	300756	        0.00
     1142.15	       99.31	        0.00	     1241.46	300763	        0.00
     8539.58	     3063.19	        0.00	    11602.77	300765	        0.00
     2722.20	      464.69	        0.00	     3186.89	300783	        0.00
     2636.66	      392.63	        0.00	     3029.29	300785	        0.00
     5399.08	     1248.67	      650.00	     5997.75	300789	        0.00
     3796.75	      785.51	        0.00	     4582.26	300790	        0.00
     4845.80	     1151.95	        0.00	     5997.75	300791	        0.00
     2747.67	      382.60	      100.98	     3029.29	300795	        0.00
     3732.36	      790.58	        0.00	     4522.94	300817	        0.00
     8372.25	     2668.98	      650.00	    10391.23	300825	        0.00
     4503.50	      950.21	        0.00	     5453.71	300830	        0.00
     7513.31	     1845.30	      650.00	     8708.61	300831	        0.00
    14348.37	     1871.87	     6455.91	     9764.33	300832	        0.00
     9999.72	     3658.14	      650.00	    13007.86	300834	        0.00
     7195.11	     2912.78	        0.00	    10107.89	300840	        0.00
     2636.66	      392.63	        0.00	     3029.29	300850	        0.00
     7835.38	     1998.28	        0.00	     9833.66	300863	        0.00
     3590.38	      693.69	        0.00	     4284.07	300868	        0.00
    11582.25	     3628.53	        0.00	    15210.78	300871	        0.00
    13781.55	     4537.78	        0.00	    18319.33	300872	        0.00
     7228.80	     2925.56	        0.00	    10154.36	300874	        0.00
